08-June,S1025518,FMA8800025,5250500510,,,,,,,,,WEST FRASER,Moores,390,WEST FRASER,,,WEST FRASER,,,,,,,,,,,,,,,,,,,,,,,S1025518,,,,,,,S1025518,,,,,,,,,,,,,,,,,,,,
13-June,S1014470,FMA8800025,5180491889,,,,,,,,,WEST FRASER,Lydell,103,WEST FRASER,,,WEST FRASER,,,,,,,,,,,,,,,,,,,,,,,S1014470,,,,,,,S1014470,,,,,,,,,,,,,,,,,,,,
14-June,S1014471,FMA8800025,5180491889,,,,,,,,,WEST FRASER,Lydell,103,WEST FRASER,,,WEST FRASER,,,,,,,,,,,,,,,,,,,,,,,S1014471,,,,,,,S1014471,,,,,,,,,,,,,,,,,,,,
14-June,S1014472,FMA8800025,5200492009,,,,,,,,,WEST FRASER,Rick Eluik,103,WEST FRASER,,,WEST FRASER,,,,,,,,,,,,,,,,,,,,,,,S1014472,,,,,,,S1014472,,,,,,,,,,,,,,,,,,,,
22-June,Q216376,FMA9700032,5160482705,,,,,,,,,WEST FRASER,Lydell,103,WEST FRASER,,,WEST FRASER,,,,,,,,,,,,,,,,,,,,,,,Q216376,,,,,,,Q216376,,,,,,,,,,,,,,,,,,,,
