Date,Pop Load Slip #,Count,Sample Loads,TM9/Ticket#,Owner,Disposition/FMA#,Working Circle,Block #,Logging Co.,Haule By,Truck License Plate #,Truck #,Truck Axle,Gross Weight,Tare Weight,Net Weight,Received # of Pieces from Load Slip,Date Barkie Load inspection Report - Completed,Total Logs Inspected,Total Logs to Peeler,Logs Rejected
11-18-2016,626,193,,Q236877,WEST FRASER EDSON,FMA9700032,EFP,5160481265,Lydell,RL HARRIS,C18542,D661,7,54130,23490,30640,43,,,,0
11-18-2016,626,194,,S0993550,WEST FRASER HWP,FMA8800025,EMB,5200490955,Eluik,TALISMAN,40K894,,7,54370,24760,29610,43,,,,0
11-18-2016,626,195,,U004323849,WEYERHAUSER EDSON,FMA0900046,E15,5170491780,DBC,TIM YOUNG,14291P,BWP 83,7,56160,26240,29920,34,,,,0
11-18-2016,626,196,,S1008401,WEST FRASER HWP,FMA8800025,EMB,5200490918,Eluik,TALISMAN,40K894,,7,53950,41090,12860,16,,,,0
11-18-2016,626,197,,S1008402,WEST FRASER HWP,FMA8800025,EMB,5200490861,Eluik,TALISMAN,40K894,,7,41090,24610,16480,26,,,,0
11-19-2016,626,198,,Q236878,WEST FRASER EDSON,FMA9700032,EFP,5160481265,Lydell,RL HARRIS,C18542,D661,7,58190,23540,34650,45,,,,0
11-19-2016,626,199,,S1008403,WEST FRASER HWP,FMA8800025,EMB,5180472238,Leniam,TALISMAN,40K894,,7,54460,24940,29520,47,,,,0
11-20-2016,626,200,,U004323850,WEYERHAUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,56220,26100,30120,32,,,,0
11-20-2016,630,55,,U004313604,R.DOW (DIGGER CONTRACT),PRIVATE,,5-53-12 W5,,ALEVOG ,L59404,E605,8,62260,26760,35500,,,,,0
11-21-2016,630,56,,U004313631,R.DOW (DIGGER CONTRACT),PRIVATE,,5-53-12 W5,,ALEVOG ,L00904,E604,8,62170,26840,35330,,,,,0
2016-11-21,630,57,,U004313606,R.DOW (DIGGER CONTRACT),PRIVATE,,5-53-12-W5,,ALEVOG ,L59404,E605,8,59360,26780,32580,,,,,0
11-21-2016,680,47,,U004316414,PETER MASON,CTLE02F001,R1644,5200533507,,SRL,J68627,,7,53740,20740,33000,,,,,0
11-21-2016,626,201,,U004313001,WEYERHAUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,55610,26040,29570,27,,,,0
2016-11-21,626,202,,Q236879,WEST FRASER EFP,FMA9700032,EFP,5160481265,Lydell,RLH,C18542,D661,7,54490,23670,30820,45,,,,0
2016-11-21,626,203,,S1008404,WEST FRASER HWP,FMA8800025,EMB,5180472873,Leniam,TALISMAN,40K894,,7,55250,24810,30440,42,,,,0
2016-11-21,626,204,,U004313002,WEYERHAUSER EDSON,FMA0900046,E15,5170491780,DBC,TIM YOUNG,14291P,BWP 83,7,56470,26250,30220,44,,,,0
2016-11-21,680,48,,U004316415,PETER MASON,CTLE02F001,R1644,5200533507,,SRL,J68627,,7,53610,21070,32540,,,,,0
2016-11-21,680,49,,U004316416,PETER MASON,CTLE02F001,R1644,5200533507,,SRL,S92KJR,,7,52800,20490,32310,,,,,0
2016-11-22,630,58,,U004313634,R.DOW (DIGGER CONTRACT),PRIVATE,,5-53-12 W5,,ALEVOG ,L00904,E604,8,62410,26970,35440,,,,,0
2016-11-22,626,205,,S1008405,WEST FRASER HWP,FMA8800025,EMB,5180483224,Promise,TALISMAN,40K894,,7,55560,24890,30670,39,,,,0
2016-11-22,626,206,,U004313003,WEYERHAEUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,55750,26110,29640,27,,,,0
2016-11-22,626,207,,Q236880,WEST FRASER EFP,FMA9700032,EFP,5160481265,Lydell,RLH,C18542,D661,7,52570,23640,28930,48,,,,0
2016-11-22,626,208,SAMPLE,S1008406,WEST FRASER HWP,FMA8800025,HWP,3-003-1726,Promise,TALISMAN,40K894,,7,55490,24720,30770,41,,,,0
2016-11-22,680,50,,U004316419,PETER MASON,CTLE02F001,R1644,5200533507,,SRL,J68627,,7,50410,25970,24440,,,,,0
2016-11-22,680,51,,U004316420,PETER MASON,CTLE02F001,R1644,5200533507,,SRL,J68627,,7,52020,26100,25920,,,,,0
2016-11-22,626,209,,U004313004,WEYERHAEUSER EDSON,FMA0900046,E15,5170491780,DBC,TIM YOUNG,14291P,BWP 83,7,56100,26150,29950,42,2016-11-23,42,36,6
2016-11-22,680,52,,U004316422,PETER MASON,CTLE02F001,R1644,5200533507,,SRL,J68627,,7,54460,26040,28420,,,,,0
2016-11-23,626,210,,Q236881,WEST FRASER EFP,FMA9700032,EFP,5160481265,Lydell,RLH,C18542,D661,7,50010,23400,26610,0,,,,0
2016-11-23,626,211,,U004313005,WEYERHAEUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,55960,26000,29960,28,,,,0
2016-11-23,626,212,,U004313006,WEYERHAEUSER EDSON,FMA0900046,E15,5170491780,DBC,TIM YOUNG,14291P,BWP 83,7,56070,26140,29930,36,,,,0
2016-11-23,680,53,,U004316425,PETER MASON,CTLE02F001,R1646,5200533507,,SRL,J68627,,7,52940,25840,27100,,,,,0
2016-11-23,680,54,,ED00022240,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,RTEC,ALEVOG ,L59404,E605,8,62970,26620,36350,,,,,0
2016-11-23,680,55,,U004313027,PETER MASON,CTLE02F001,R1646,5200533507,EDFOR,SRL,J68627,,7,53440,26070,27370,,,,,0
2016-11-23,680,56,,ED00022241,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,RTEC,ALEVOG ,L59404,E605,8,62630,26510,36120,,,,,0
2016-11-23,630,59,,U004313635,R.DOW (DIGGER CONTRACT),PRIVATE,,5-53-12 W5,,ALEVOG ,L00904,E604,8,55340,26580,28760,,,,,0
2016-11-23,640,15,,U004293826,KING LUMBER,PRIVATE,,MSL930044,,KING LUMBER,K20683,D221,7,49960,23340,26620,,,,,0
2016-11-23,640,16,,U004293827,KING LUMBER,PRIVATE,,MSL930044,,KING LUMBER,K20683,D221,7,53330,23280,30050,,,,,0
2016-11-24,680,57,,ED00022406,WEYERHAEUSER EDSON,FMA0900046,E15,5170491780,DBC,242 TRUCKING,L32223,E242,7,52260,20380,31880,,,,,0
2016-11-24,626,213,,Q236882,WEST FRASER EFP,FMA9700032,EFP,5160481265,Lydell,RLH,C18542,D661,7,51270,23410,27860,42,,,,0
2016-11-24,680,58,,ED00022407,WEYERHAEUSER EDSON,FMA0900046,E15,5170491780,DBC,GREEN PASTORES,K82232,E722,7,62550,23660,38890,,,,,0
2016-11-24,640,17,,U004293828,KING LUMBER,PRIVATE,,MSL930044,,KING LUMBER,K20683,D221,7,53190,23370,29820,,,,,0
2016-11-24,680,59,,U004313030,PETER MASON,CTLE02F001,,5200533507,EDFOR,SRL,J68627,,7,52070,25940,26130,,,,,0
2016-11-24,640,18,,U004293829,KING LUMBER,PRIVATE,,MSL930044,,KING LUMBER,K20683,D221,7,53320,23320,30000,,,,,0
2016-11-24,680,60,,ED00022414,WEYERHAEUSER EDSON,FMA0900046,E15,5170491780,DBC,BLACK TOP CONT,L54360,E476,7,52590,33660,18930,,,,,0
2016-11-24,626,214,SAMPLE,S1008407,WEST FRASER HWP,FMA8800025,EMB,5200490875,ELIUK,TALISMAN,40K894,,7,55490,24900,30590,44,,,,0
2016-11-24,640,19,,U004293830,KING LUMBER,PRIVATE,,MSL930044,,KING LUMBER,K20683,D221,7,53560,23250,30310,,,,,0
2016-11-24,680,61,,U004313032,PETER MASON,CTLE02F001,,5200533507,EDFOR,SRL,J68627,,7,52820,25580,27240,,,,,0
2016-11-25,626,215,,Q236883,WEST FRASER EFP,FMA9700032,EFP,5160481265,Lydell,RLH,C18542,D661,7,51710,23450,28260,42,,,,0
2016-11-25,640,20,,U004293831,KING LUMBER,PRIVATE,,MSL930044,,KING LUMBER,K20683,D221,7,52680,23420,29260,,,,,0
2016-11-25,626,216,,U004313007,WEYERHAEUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,55570,26040,29530,30,,,,0
2016-11-25,680,62,,U004313036,PETER MASON,CTLE02F001,,5200533507,EDFOR,SRL,J68627,,7,54520,25730,28790,,,,,0
2016-11-25,626,217,,S1008409,WEST FRASER HWP,FMA8800025,EMB,5200490875,Promise,TALISMAN,40K894,,7,55370,24890,30480,43,,,,0
2016-11-25,640,21,,U004293832,KING LUMBER,PRIVATE,,MSL930044,,KING LUMBER,K20683,D221,7,54140,23330,30810,,,,,0
2016-11-25,626,218,,U004313008,WEYERHAEUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,56300,25760,30540,32,,,,0
2016-11-25,640,22,,U004293833,KING LUMBER,PRIVATE,,MSL930044,,KING LUMBER,K20683,D221,7,55150,23260,31890,,,,,0
2016-11-26,626,219,,U004316358,PETER MASON,CTLE02F001,,5200533507,EDFOR,RLH,C18542,D661,7,55220,23470,31750,,,,,0
2016-11-26,640,23,,U004293834,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,53490,23410,30080,,,,,0
2016-11-26,680,63,,U004313042,PETER MASON,CTLE02F001,,5200533507,EDFOR,SRL,J68627,,7,53860,26030,27830,,,,,0
2016-11-26,640,24,,U004293835,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54730,23350,31380,,,,,0
2016-11-26,640,25,,U004293836,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54150,23280,30870,,,,,0
2016-11-27,626,220,,U004316357,PETER MASON,CTLE02F001,,5200533507,EDFOR,RLH,C18542,D661,7,52870,23540,29330,,,,,0
2016-11-27,626,221,,U004293545,ANC,FMA8900026,,6012659,,TJ LOGGING,G53236,PT92,7,55860,23360,32500,44,,,,0
2016-11-28,680,64,,ED00022245,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,RTEC,ALEVOG ,L59404,E605,8,62960,26750,36210,,,,,0
2016-11-28,680,65,,U004313043,PETER MASON,CTLE02F001,,5200533507,EDFOR,SRL,J68627,,7,53090,25950,27140,,,,,0
2016-11-28,626,222,,U004316360,PETER MASON,CTLE02F001,,5200533507,EDFOR,RLH,C18542,D661,7,53130,23520,29610,,,,,0
2016-11-28,640,26,,U004293837,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,53270,23450,29820,,,,,0
2016-11-28,626,223,,S1008411,WEST FRASER HWP,FMA8800025,EMB,5200492983,ELIUK,TALISMAN,40K894,,7,54070,24840,29230,42,,,,0
2016-11-28,640,27,,U004293838,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54180,23410,30770,,,,,0
2016-11-28,680,66,,U004313048,PETER MASON,CTLE02F001,,5200533507,EDFOR,SRL,J68627,,7,52980,25810,27170,,,,,0
2016-11-28,626,224,,U004313009,WEYERHAEUSER DV,FMA0900046,DV1,5110451534,BARMAC,TIM YOUNG,14291P,BWP 83,7,55880,25890,29990,32,,,,0
2016-11-28,640,28,,U004293839,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,55120,23330,31790,,,,,0
2016-11-28,626,225,,U004316500,KALLIO CONTRACTING,CTLE02F001,,34-54-17-W5,EDFOR,TIM YOUNG,14291P,BWP 83,7,55630,25790,29840,45,,,,0
2016-11-29,640,29,,U004293840,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54480,23490,30990,,,,,0
2016-11-29,680,67,,ED00022246,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,RTEC,ALEVOG ,L59404,E605,8,63390,26700,36690,,,,,0
2016-11-29,680,68,,U004313052,PETER MASON,CTLE02F001,,5200533507,EDFOR,SRL,J68627,,7,52750,26090,26660,,,,,0
2016-11-29,680,69,,ED00022247,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,RTEC,ALEVOG ,L59404,E605,8,62160,26600,35560,,,,,0
2016-11-29,680,70,,ED00022225,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,RTEC,ALEVOG ,L00904,E604,8,62140,26820,35320,,,,,0
2016-11-29,680,71,,U004313055,PETER MASON,CTLE02F001,,35-53-20-W5,,SRL,J68627,,7,51360,25970,25390,,,,,0
2016-11-29,640,30,,U004293841,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54330,23450,30880,,,,,0
2016-11-29,626,226,,S1008412,WEST FRASER HWP,FMA8800025,EMB,5180491726,PROMISE,TALISMAN,40K894,,7,55330,24830,30500,42,,,,0
2016-11-29,626,227,,U004313010,WEYERHAEUSER DV,FMA0900046,DV1,5110451534,BARMAC,TIM YOUNG,14291P,BWP 83,7,55010,25570,29440,34,,,,0
2016-11-29,626,228,,U004316499,KALLIO CONTRACTING,CTLE02F001,,34-54-17-W5,EDFOR,TIM YOUNG,14291P,BWP 83,7,56240,26000,30240,45,,,,0
2016-11-29,640,31,,U004293842,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54680,23390,31290,,,,,0
2016-11-29,640,32,,U004293843,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54130,23340,30790,,,,,0
2016-11-30,626,229,,Q236884,WEST FRASER EFP,FMA9700032,EFP,5160480243,LYDELL,RLH,C18542,D661,7,49010,23480,25530,42,,,,0
2016-11-30,626,230,,U004313011,WEYERHAEUSER DV,FMA0900046,DV1,5110451534,BARMAC,TIM YOUNG,14291P,BWP 83,7,56020,25810,30210,31,,,,0
2016-11-30,626,231,,S1008413,WEST FRASER HWP,FMA8800025,EMB,5190491708,ELUIK,TALISMAN,40K894,,7,54950,34040,20910,33,,,,0
2016-11-30,626,232,,S1008414,WEST FRASER HWP,FMA8800025,EMB,5190491920,ELUIK,TALISMAN,40K894,,7,34040,24860,9180,17,,,,0
2016-11-30,626,233,,U004316498,KALLIO CONTRACTING,CTLE02F001,,34-54-17-W5,EDFOR,TIM YOUNG,14291P,BWP 83,7,55900,25750,30150,45,,,,0
2016-11-30,640,33,,U004293844,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54430,23550,30880,,,,,0
2016-11-30,640,34,,U004293845,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54100,23490,30610,,,,,0
2016-11-30,640,35,,U004293846,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54290,23420,30870,,,,,0
2016-11-30,685,1,,M425026,MILLAR WESTERN,FMA9700034,,CRL0072,,,L23598,,,52310,20840,31470,,,,,0
2016-11-30,685,2,,M425027,MILLAR WESTERN,FMA9700034,,CRL0072,,,J33325,,,52800,20290,32510,,,,,0
2016-11-30,685,3,,M425029,MILLAR WESTERN,FMA9700034,,CRL0072,,,J99923,,,62140,23200,38940,,,,,0
2016-11-30,685,4,,M425028,MILLAR WESTERN,FMA9700034,,CRL0072,,,J99930,,,61950,22710,39240,,,,,0
2016-12-01,626,234,, S1008415,WEST FRASER HWP,FMA8800025,EMB,5180483224,PROMISE,TALISMAN,40K894,,7,54250,24880,29370,41,,,,0
2016-12-01,626,235,,UOO4313012,WEYERHAEUSER DV,FMA0900046,DV1,5110451580,BARMAC,TIM YOUNG,14291P,BWP 83,7,55540,25560,29980,27,,,,0
2016-12-01,626,236,,UOO4316497,KALLIO CONTRACTING,CTLE02F001,,34-54-17-W5,EDFOR,TIM YOUNG,14291P,BWP 83,7,51050,26110,24940,38,,,,0
2016-12-01,640,36,,U004293847,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,55250,24150,31100,,,,,0
2016-12-01,640,37,SAMPLE,U004293848,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,53690,23690,30000,,,,,0
2016-12-01,640,38,,U004293849,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54820,23500,31320,,,,,0
2016-12-01,630,60,,U004313610,R.DOW (DIGGER CONTRACT) ,PRIVATE,,5-53-12 W5,,ALEVOG ,L59404,E605,8,62500,27510,34990,,,,,0
2016-12-01,630,61,,U004313611,R.DOW (DIGGER CONTRACT) ,PRIVATE,,5-53-12 W5,,ALEVOG ,L59404,E605,8,62340,26860,35480,,,,,0
2016-12-01,680,72,,U004313063,PETER MASON,CTLE02F001,,5200533507,,SRL,  J68627,,7,53300,26460,26840,,,,,0
2016-12-01,685,5,,M425030,MILLAR WESTERN,FMA9700034,,CRL0072,,,J33325,,7,53740,20620,33120,,,,,0
2016-12-01,680,73,,U004313064,PETER MASON,CTLE02F001,,5200533507,,SRL, J68627,,7,50670,26330,24340,,,,,0
2016-12-02,685,6,SAMPLE,M425031,MILLAR WESTERN,FMA9700034,,CRL0072,,WDT , L23598,,7,52320,20760,31560,,,,,0
2016-12-02,680,74,,U004313073,PETER MASON,CTLE02F001,,5200533507,,SRL,J68627,,7,54020,26270,27750,,,,,0
2016-12-02,680,75,,U004313075,PETER MASON,CTLE02F001,,5200533507,,SRL,J68627,,7,49980,26190,23790,,,,,0
2016-12-02,640,39,,U004293850,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54960,23680,31280,,,,,0
2016-12-02,640,40,,U004863664,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54360,23650,30710,,,,,0
2016-12-02,640,41,,U004863665,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54190,23670,30520,,,,,0
2016-12-02,640,42,,U004863666,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,53790,23630,30160,,,,,0
2016-12-02,626,237,,UOO4313013,WEYERHAEUSER DV,FMA0900046,DV1,5110451534,BARMAC,TIM YOUNG,14291P,BWP 83,7,56220,25930,30290,34,,,,0
2016-12-02,626,238,,S1008416,WEST FRASER HWP,FMA8800025,EMB,5200493052,ELIUK,TALISMAN,40K894,,7,54040,24970,29070,45,,,,0
2016-12-03,685,7,,M425032,MILLAR WESTERN,FMA9700034,,CRL0072,,,L23598,,7,53060,20940,32120,,,,,0
2016-12-03,685,8,,M425033,MILLAR WESTERN,FMA9700034,,CRL0072,,,J33325,,7,53410,20640,32770,,,,,0
2016-12-03,685,9,,M425033,MILLAR WESTERN,FMA9700034,,CRL0072,,,L23594,,7,52880,21120,31760,,,,,0
2016-12-03,640,43,,U004863667,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54070,23850,30220,,,,,0
2016-12-03,640,44,,U004863668,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54900,23680,31220,,,,,0
2016-12-03,640,45,,U004863669,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54280,23470,30810,,,,,0
2016-12-03,626,239,,UOO4313014,WEYERHAEUSER DV,FMA0900046,DVI,5130472983,LYDELL,TIM YOUNG,14291P,BWP 83,7,55910,25780,30130,36,,,,0
2016-12-05,680,76,,ED00021678,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,RTEC,ALEVOG ,L59404,E605,8,62440,26860,35580,,,,,0
2016-12-05,640,46,,U004863670,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,55250,23730,31520,,,,,0
2016-12-05,640,47,,U004863671,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,53840,23660,30180,,,,,0
2016-12-05,640,48,,U004863672,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,54130,23600,30530,,,,,0
2016-12-05,626,240,,S1008417,WEST FRASER  HWP,FMA8800025,EMB,5190500540,ELIUK,TALISMAN,40K894,,7,55170,24770,30400,46,,,,0
2016-12-06,640,49,,U004863673,KING LUMBER,PRIVATE,,SML120086,,KING LUMBER,K20683,D221,7,53760,23740,30020,,,,,0
2016-12-06,680,77,,WD00186979,WEYERHAEUSER DV,FMA0900046,DV1,5130432008,ROPER,,K42194,D1002,8,63280,23280,40000,,,,,0
2016-12-06,680,78,,WD00186980,WEYERHAEUSER DV,FMA0900046,DV1,5130432008,ROPER,,L043789,D1004,8,62230,22890,39340,,,,,0
2016-12-06,680,79,,ED00022867,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,RTEC,,H42603,E670,7,50170,20940,29230,,,,,0
2016-12-06,680,80,,ED00022871,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,RTEC,,H42603,E670,7,52900,21180,31720,,,,,0
2016-12-06,626,241,,U004313126,WEYERHAEUSER DV,FMA0900046,DV1,5110451534,BARMAC,SAL PALUMBO,14294P,BWP 87,6,50840,22760,28080,,,,,0
2016-12-06,626,242,,U004313015,WEYERHAEUSER DV,FMA0900046,DV1,5110451534,BARMAC,TIM YOUNG,14291P,BWP 83,7,59680,25990,33690,40,,,,0
2016-12-06,626,243,,U004313127,WEYERHAEUSER DV,FMA0900046,DV1,5110451534,BARMAC,SAL PALUMBO,14294P,BWP 87,6,50850,22620,28230,30,,,,0
2016-12-06,626,244,,U004316496,KALLIO CONTRACTING,CTLE02F001,,34-54-17-W5,EDFOR,TIM YOUNG,14291P,BWP 83,7,47110,25829,21281,33,,,,0
2016-12-06,626,245,,U004313128,WEYERHAEUSER DV,FMA0900046,DV1,5110451534,BARMAC,SAL PALUMBO,14294P,BWP 87,6,51250,22470,28780,34,,,,0
2016-12-07,626,246,,U004313016,WEYERHAEUSER DV,FMA0900046,DV1,5110451534,BARMAC,TIM YOUNG,14291P,BWP 83,7,56210,25760,30450,37,,,,0
2016-12-07,626,247,,U004293546,ANC,FMA8900026,,5200582659,KMAC,TJ LOGGING,G53236,PT92,7,55870,23390,32480,35,,,,0
2016-12-07,626,248,,U004313129,WEYERHAEUSER DV,FMA0900046,DV1,5110451534,BARMAC,SAL PALUMBO,14294P,BWP 87,6,50640,22780,27860,30,,,,0
2016-12-07,626,249,,S1008775,WEST FRASER  HWP,FMA8800025,EMB,3-009-0540,ELIUK,TALISMAN,40K897,,7,54490,23330,31160,50,,,,0
2016-12-07,626,250,,U004293547,ANC,CTLW06F008,,W6F82295,STELLA,TJ LOGGING,G53236,PT92,7,55950,23350,32600,50,,,,0
2016-12-07,626,251,,U004313017,WEYERHAEUSER EDSON,FMA0900046,E15,5170491780,DBC,TIM YOUNG,14291P,BWP 83,7,56110,26110,30000,45,,,,0
2016-12-07,626,252,,U004313130,WEYERHAEUSER DV,FMA0900046,DV1,5110451534,BARMAC,SAL PALUMBO,14294P,BWP 87,6,51330,22620,28710,35,,,,0
2016-12-07,680,81,,ED00021714,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,RTEC,ALEVOG ,L00904,E604,8,63110,27170,35940,,,,,0
2016-12-07,680,82,,ED00021776,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,RTEC,RETC,H42603,E670,7,53790,21180,32610,,,,,0
2016-12-07,680,83,,ED00021780,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,RTEC,RETC,H42603,E670,7,54160,21100,33060,,,,,0
2016-12-08,626,253,,U004313131,WEYERHAEUSER DV,FMA0900046,DV1,5110451534,BARMAC,SAL PALUMBO,14294P,BWP 87,6,50810,22440,28370,36,,,,0
2016-12-08,626,254,,U004313018,WEYERHAEUSER EDSON,FMA0900046,E15,5170491780,DBC,TIM YOUNG,14291P,BWP 83,7,56420,26000,30420,,,,,0
2016-12-08,626,255,,U004313132,WEYERHAEUSER DV,FMA0900046,DV1,5110451534,BARMAC,SAL PALUMBO,14294P,BWP 87,6,51680,22780,28900,29,,,,0
2016-12-08,626,256,,U004323627,ANC,CTLW06F008,,5140493653,STELLA,RLH,C18542,D661,7,59840,23470,36370,46,,,,0
2016-12-08,626,257,,U004313019,WEYERHAEUSER EDSON,FMA0900046,E15,5170491780,DBC,TIM YOUNG,14291P,BWP 87,7,48950,25920,23030,30,,,,0
2016-12-08,626,258,,U004313133,WEYERHAEUSER DV,FMA0900046,DV1,5110451534,BARMAC,SAL PALUMBO,14294P,BWP 87,6,51150,22640,28510,32,,,,0
2016-12-08,680,84,,ED00021716,WEYERHAEUSER EDSON,FMA0900046,E15,5170491114,RTEC,ALEVOG ,L00904,E604,8,62700,26770,35930,,,,,0
2016-12-08,680,85,,ED00021785,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,RTEC,RTEC,H42603,E670,7,54400,21200,33200,,,,,0
2016-12-08,680,86,,ED00021789,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,RTEC,RTEC,H42603,E670,7,52310,21140,31170,,,,,0
2016-12-08,680,87,,ED00021717,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,RTEC,ALEVOG ,L00904,E604,8,62690,27220,35470,,,,,0
2016-12-08,660,1,,ED00021524,WEYERHAEUSER EDSON,FMA0900046,E15,5170490269,DUSTIN,SPRINGVIEW,K16803,E43,8,61480,23870,37610,,,,,0
2016-12-08,660,2,,ED00021525,WEYERHAEUSER EDSON,FMA0900046,E15,5170490269,DUSTIN,DOUBLE TREE,E98851,E1685,7,53290,20250,33040,,,,,0
2016-12-08,660,3,,ED00022476,WEYERHAEUSER EDSON,FMA0900046,E15,5170490269,DUSTIN,BLACK TOP,L54360,E476,7,53840,21280,32560,,,,,0
2016-12-08,660,4,,ED00022477,WEYERHAEUSER EDSON,FMA0900046,E15,5170490269,DUSTIN,SPRINGVIEW,K16803,E43,8,62180,23780,38400,,,,,0
2016-12-09,626,259,,U004315976,G. SMITH,CTLE02F001,,5160551972,,TIM YOUNG,14291P,BWP 83,7,56510,25820,30690,33,,,,0
2016-12-09,626,260,,U004313134,WEYERHAEUSER DV,FMA0900046,DV1,5110451534,BARMAC,SAL PALUMBO,14294P,BWP 87,6,50920,22430,28490,31,,,,0
2016-12-09,626,261,,U004313020,WEYERHAEUSER EDSON,FMA0900046,E15,5170491780,DBC,TIM YOUNG,14291P,BWP 83,7,46680,26210,20470,29,,,,0
2016-12-09,626,262,,U004315977,G. SMITH,CTLE02F001,,5160551972,,TIM YOUNG,14291P,BWP 83,7,56240,26150,30090,33,,,,0
2016-12-09,630,62,,U004313612,R.DOW (DIGGER CONTRACT) ,PRIVATE,,5-53-12 W5,,ALEVOG ,L59404,E605,8,63420,26680,36740,,,,,0
2016-12-09,680,88,,ED00021794,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,RTEC,RTEC,H-42603,E670,7,52520,21370,31150,,,,,0
2016-12-09,660,5,,ED00022484,WEYERHAEUSER EDSON,FMA0900046,E15,5170490269,DUSTIN,SPRINGVIEW,K16803,E43,8,62740,23900,38840,,,,,0
2016-12-09,660,6,,ED00022488,WEYERHAEUSER EDSON,FMA0900046,E15,5170490269,DUSTIN,SPRINGVIEW,K16803,E43,8,63150,23760,39390,,,,,0
2016-12-09,660,7,,ED00022489,WEYERHAEUSER EDSON,FMA0900046,E15,5170490269,DUSTIN,GREEN PASTURES,K82232,E722,8,63090,23680,39410,,,,,0
2016-12-09,660,8,,ED00022490,WEYERHAEUSER EDSON,FMA0900046,E15,5170490269,DUSTIN,SPRINGVIEW,G80125,E42,7,53280,21080,32200,,,,,0
2016-12-10,630,63,,U004313613,R.DOW (DIGGER CONTRACT) ,PRIVATE,,5-53-12 W5,,ALEVOG ,L59404,E605,8,62630,26920,35710,,,,,0
2016-12-10,630,64,,U004313614,R.DOW (DIGGER CONTRACT) ,PRIVATE,,5-53-12 W5,,ALEVOG ,L59404,E605,8,58240,27140,31100,,,,,0
2016-12-11,680,89,,U004313103,PETER MASON,CTLE02F001,,5200533507,R1644,SRL,J68627,,7,32930,26660,6270,,,,,0
