Date,Pop Load Slip #,Count,Sample Loads,TM9/Ticket#,Owner,Disposition/FMA#,Working Circle,Block #,Logging Co.,Haule By,Truck License Plate #,Truck #,Truck Axle,Gross Weight,Tare Weight,Net Weight,Received # of Pieces from Load Slip,Date Barkie Load inspection Report - Completed,Total Logs Inspected,Total Logs to Peeler,Logs Rejected
2016-08-12,626,86,,U004323539,WEYERHAEUSER DV,FMA0900046,DV1,5130481755,Lydell,TIM YOUNG,14291P,BWP 83,7,55440,25530,29910,35,,,,0
2016-08-12,626,87,,U004323755,WEYERHAEUSER DV,FMA0900046,DV1,5130480918,Lydell,TIM YOUNG,14291P,BWP 83,7,53340,23220,30120,42,2016-08-25,42,34,8
2016-08-12,626,88,,U004323540,WEYERHAEUSER DV,FMA0900046,DV1,5130480918,Lydell,TIM YOUNG,14291P,BWP 83,7,56100,25400,30700,37,2016-08-15,37,37,0
2016-08-14,626,89,,U004323541,WEYERHAEUSER DV,FMA0900046,DV1,5130481755,Lydell,TIM YOUNG,14291P,BWP 83,7,55250,25250,30000,32,2016-08-23,32,30,2
2016-08-14,626,90,,U004323542,WEYERHAEUSER DV,FMA0900046,DV1,5130481755,Lydell,TIM YOUNG,14291P,BWP 83,7,55580,25520,30060,35,2016-08-15,35,32,3
2016-08-15,626,91,,U004323543,WEYERHAEUSER DV,FMA0900046,DV1,5130480918,Lydell,TIM YOUNG,14291P,BWP 83,7,55820,25380,30440,36,2016-08-15,36,31,5
2016-08-15,626,92,,U004323544,WEYERHAEUSER DV,FMA0900046,DV1,5130480918,Lydell,TIM YOUNG,14291P,BWP 83,7,55590,25250,30340,40,2016-08-17,40,35,5
2016-08-16,626,93,,U004323545,WEYERHAEUSER DV,FMA0900046,DV1,5130480918,Lydell,TIM YOUNG,14291P,BWP 83,7,55650,25230,30420,36,2016-08-16,36,32,4
2016-08-16,626,94,,U004323546,WEYERHAEUSER DV,FMA0900046,DV1,5130480918,Lydell,TIM YOUNG,14291P,BWP 83,7,56260,25890,30370,41,2016-08-19,41,40,1
2016-08-17,626,95,,U004323547,WEYERHAEUSER DV,FMA0900046,DV1,5130481755,Lydell,TIM YOUNG,14291P,BWP 83,7,55880,25850,30030,37,2016-08-17,37,33,4
2016-08-17,626,96,,U004323756,WEYERHAEUSER DV,FMA0900046,DV1,5130481755,Lydell,RL HARRIS,C18542,D661,7,57370,23330,34040,41,2016-08-18,41,38,3
2016-08-17,626,97,,U004323548,WEYERHAEUSER DV,FMA0900046,DV1,5130481755,Lydell,TIM YOUNG,14291P,BWP 83,7,55820,25720,30100,32,2016-08-23,32,26,6
2016-08-17,626,98,,U004323757,WEYERHAEUSER DV,FMA0900046,DV1,5130481755,Lydell,RL HARRIS,C18542,D661,7,52330,23260,29070,41,2016-08-22,41,38,3
2016-08-18,626,99,SAMPLE,S975996,WEST FRASER HWP,FMA8800025,EMB,5190493041,Eluik,TIM YOUNG,14291P,BWP 83,7,55320,25930,29390,48,2016-08-30,48,48,0
2016-08-18,626,100,,S975997,WEST FRASER HWP,FMA8800025,EMB,5200492472,Eluik,TIM YOUNG,14291P,BWP 83,7,55260,25820,29440,51,2016-08-25,51,50,1
2016-08-18,680,14,,WD00174373,WEYERHAEUSER DV,FMA0900046,DV1,5120450174,RVL,ROPER,K42194,D1002,8,62900,22370,40530,,,,,0
2016-08-19,626,101,,S975998,WEST FRASER HWP,FMA8800025,EMB,5190493219,Eluik,TIM YOUNG,14291P,BWP 83,7,56020,25340,30680,52,2016-08-24,52,50,2
2016-08-19,626,102,,Q214668,WEST FRASER EFP,FMA9700032,EFP,5160481550,Lydell,RL HARRIS,C18542,P282,7,46180,23260,22920,52,2016-08-23,52,47,5
2016-08-19,626,103,,S975999,WEST FRASER HWP,FMA8800025,EMB,5190493219,Eluik,TIM YOUNG,14291P,BWP 83,7,55880,25650,30230,52,2016-08-29,52,47,5
2016-08-19,626,104,,U004323759,WEYERHAEUSER DV,FMA0900046,DV1,5130473077,Lydell,RL HARRIS,C18542,D661,7,51660,23110,28550,31,2016-08-23,32,30,2
2016-08-20,626,105,,U004323758,WEYERHAEUSER DV,FMA0900046,DV1,5130473077,Lydell,RL HARRIS,C18542,D661,7,51260,23220,28040,37,2016-08-22,37,28,9
2016-08-24,626,106,,S976000,WEST FRASER HWP,FMA8800025,EMB,5180490747,Promise,TIM YOUNG,14291P,BWP 83,7,52190,25650,26540,49,2016-08-24,49,37,12
2016-08-24,626,107,,U004323549,WEYERHAEUSER EDSON,FMA0900046,E15,5160490294,DBC,TIM YOUNG,14291P,BWP 83,7,47290,25550,21740,28,2016-08-25,28,24,4
2016-08-25,626,108,SAMPLE,U004323550,WEYERHAEUSER EDSON,FMA0900046,E15,5160490294,DBC,TIM YOUNG,14291P,BWP 83,7,46860,25490,21370,25,2016-08-30,25,21,4
2016-08-26,626,109,,S1014451,WEST FRASER HWP,FMA8800025,EMB,5180483009,Promise,TIM YOUNG,14291P,BWP 83,7,56840,25710,31130,56,2016-08-29,56,48,8
2016-08-29,626,110,,U004323601,WEYERHAEUSER EDSON,FMA0900046,E15,5170491780,DBC,TIM YOUNG,14291P,BWP 83,7,55820,25660,30160,39,2016-08-30,39,38,1
2016-08-30,626,111,,U004323626,WEYERHAEUSER DV,FMA0900046,DV1,5100432092,RVL,RL HARRIS,C18542,D661,7,53350,23110,30240,44,2016-09-01,44,41,3
2016-08-30,626,112,SAMPLE,U004323602,WEYERHAEUSER EDSON,FMA0900046,E15,5170491780,DBC,TIM YOUNG,14291P,BWP 83,7,55400,25400,30000,39,2016-09-08,39,35,4
2016-08-30,626,113,,U004312118,KALLIO CONTRACTING,CTLE02F001,ED1614,5170543426,,TIM YOUNG,14291P,BWP 83,7,55520,25310,30210,43,2016-08-31,43,39,4
2016-08-30,626,114,,U004312119,KALLIO CONTRACTING,CTLE02F001,ED1614,5170543426,,TIM YOUNG,14291P,BWP 83,7,55680,25710,29970,38,2016-09-02,38,28,10
2016-09-08,626,115,,S1014452,WEST FRASER HWP,FMA8800025,EMB,5190500681,Eluik,TIM YOUNG,14291P,BWP 83,7,55560,25710,29850,54,2016-09-12,54,53,1
2016-09-10,626,116,,S1014453,WEST FRASER HWP,FMA8800025,EMB,5190500681,Eluik,TIM YOUNG,14291P,BWP 83,7,56000,25800,30200,55,2016-10-07,55,54,1
2016-09-12,626,117,,U004323609,WEYERHAEUSER DV,FMA0900046,DV1,5130472945,Lydell,TIM YOUNG,14291P,BWP 83,7,55960,25790,30170,30,2016-10-14,30,30,0
2016-09-12,626,118,,U004323610,WEYERHAEUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,55120,25570,29550,35,2016-10-17,35,35,0
2016-09-13,626,119,,U004323611,WEYERHAEUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,55190,25390,29800,36,2016-09-19,36,32,4
2016-09-13,626,120,,U004323612,WEYERHAEUSER EDSON,FMA0900046,E15,5170491780,DBC,TIM YOUNG,14291P,BWP 83,7,55720,25700,30020,39,2016-10-24,39,39,0
2016-09-14,626,121,,U004315506,KALLIO CONTRACTING,CTLE02F001,ED1614,5170543426,,TIM YOUNG,14291P,BWP 83,7,55750,25620,30130,37,2016-09-26,37,28,9
2016-09-14,626,122,,U004315507,KALLIO CONTRACTING,CTLE02F001,ED1614,5170543426,,TIM YOUNG,14291P,BWP 83,7,55520,25540,29980,43,2016-09-22,43,31,12
2016-09-14,626,123,,Q214670,WEST FRASER EDSON,FMA9700032,EFP,5160481689,Lydell,RL HARRIS,C18542,P282,7,50370,23070,27300,47,2016-09-19,51,46,5
2016-09-14,626,124,,U004323613,WEYERHAEUSER DV,FMA0900046,DV1,5130473077,Lydell,TIM YOUNG,14291P,BWP 83,7,53540,25440,28100,32,2016-10-07,32,32,0
2016-09-15,626,125,,U004323614,WEYERHAEUSER EDSON,FMA0900046,E15,5170491780,DBC,TIM YOUNG,14291P,BWP 83,7,55360,25690,29670,44,2016-10-07,44,43,1
2016-09-15,626,126,,S1014454,WEST FRASER HWP,FMA8800025,EMB,5190493219,Eluik,TIM YOUNG,14291P,BWP 83,7,55360,25560,29800,56,2016-10-05,46,41,5
2016-09-16,626,127,,U004323615,WEYERHAEUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,55560,25440,30120,42,2016-10-03,42,39,3
2016-09-16,626,128,,U004315512,KALLIO CONTRACTING,CTLE02F001,ED1614,5170543426,,TIM YOUNG,14291P,BWP 83,7,43460,25400,18060,30,2016-09-27,30,30,0
2016-09-16,626,129,,Q214671,WEST FRASER EDSON,FMA9700032,EFP,5160481689,Lydell,RL HARRIS,C18542,P282,7,48610,23120,25490,47,2016-09-19,48,48,0
2016-09-19,626,130,,U004323616,WEYERHAEUSER DV,FMA0900046,DV1,5100430939,RVL,TIM YOUNG,14291P,BWP 83,7,55540,25420,30120,31,2016-09-23,31,27,4
2016-09-19,626,131,,U004323617,WEYERHAEUSER EDSON,FMA0900046,E15,5170491780,DBC,TIM YOUNG,14291P,BWP 83,7,55520,25280,30240,42,2016-09-20,42,38,4
2016-09-20,626,132,,Q235176,WEST FRASER EDSON,FMA9700032,EFP,5160481024,Lydell,TIM YOUNG,14291P,BWP 83,7,54590,25240,29350,54,2016-11-03,54,49,5
2016-09-20,626,133,,Q235177,WEST FRASER EDSON,FMA9700032,EFP,5160481525,Lydell,TIM YOUNG,14291P,BWP 83,7,55500,35590,19910,39,2016-10-27,39,35,4
2016-09-20,626,134,SAMPLE,Q235178,WEST FRASER EDSON,FMA9700032,EFP,5160481526,Lydell,TIM YOUNG,14291P,BWP 83,7,35590,25540,10050,20,2016-09-28,20,18,2
2016-09-21,626,135,,U004323618,WEYERHAEUSER DV,FMA0900046,DV1,5100430939,RVL,TIM YOUNG,14291P,BWP 83,7,55920,25340,30580,36,2016-10-27,36,36,0
2016-09-21,626,136,,U004323619,WEYERHAEUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,55580,25430,30150,36,2016-10-25,36,35,1
2016-09-22,626,137,,S1014455,WEST FRASER HWP,FMA8800025,EMB,5180483009,Promise,TIM YOUNG,14291P,BWP 83,7,56350,25550,30800,60,2016-10-24,60,54,6
2016-09-22,626,138,,S1014457,WEST FRASER HWP,FMA8800025,EMB,5180491726,Promise,TIM YOUNG,14291P,BWP 83,7,55490,39200,16290,27,2016-10-12,27,27,0
2016-09-22,626,139,,S1014456,WEST FRASER HWP,FMA8800025,EMB,5180483009,Promise,TIM YOUNG,14291P,BWP 83,7,39190,25430,13760,26,2016-10-12,26,26,0
2016-09-23,626,140,,U004323620,WEYERHAEUSER DV,FMA0900046,DV1,5100430939,RVL,TIM YOUNG,14291P,BWP 83,7,55730,25220,30510,40,2016-10-03,40,37,3
2016-09-26,626,141,,U004323621,WEYERHAEUSER DV,FMA0900046,DV1,5100430939,RVL,TIM YOUNG,14291P,BWP 83,7,55810,25410,30400,40,2016-10-11,40,37,3
2016-09-27,680,15,SAMPLE,U004316389,PETER MASON,CTLE02F001,R1645,5200533507,,SRL,L01712,,7,52520,20410,32110,,,,,0
2016-09-27,680,16,,U004316392,PETER MASON,CTLE02F001,R1645,5200533507,,SRL,L01712,,7,53790,20290,33500,,,,,0
2016-09-27,626,142,,D374476,WEST FRASER BLUE RIDGE,FMA8800025,,5180571120,,TIM YOUNG,14291P,BWP 83,7,45090,25320,19770,33,,,,0
2016-09-27,626,143,,S1014458,WEST FRASER HWP,FMA8800025,EMB,5180490532,Promise,TIM YOUNG,14291P,BWP 83,7,56300,25610,30690,55,,,,0
2016-09-28,640,1,,U004324126,KALLIO CONTRACTING,MSL141207,,Sec1-4-51-14-W5,,RL HARRIS,C18542,P282,7,54100,23180,30920,,,,,0
2016-09-28,626,144,,U004323622,WEYERHAEUSER DV,FMA0900046,DV1,5100430939,RVL,TIM YOUNG,14291P,BWP 83,7,55970,25410,30560,47,,,,0
2016-09-28,626,145,,U004323623,WEYERHAEUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,55810,25250,30560,39,2016-11-09,39,35,4
2016-09-29,626,146,,U004323624,WEYERHAEUSER DV,FMA0900046,DV1,5100430939,RVL,TIM YOUNG,14291P,BWP 83,7,56500,25450,31050,48,,,,0
2016-09-29,626,147,,U004323625,WEYERHAEUSER DV,FMA0900046,DV1,5130472945,Lydell,TIM YOUNG,14291P,BWP 83,7,55610,25350,30260,34,2016-11-09,34,32,2
2016-09-29,680,17,,U004316432,PETER MASON,CTLE02F001,R1645,5200533507,,SRL,L01712,,7,52580,20360,32220,,,,,0
2016-09-29,680,18,,ED00022901,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,Matoda,MATODA,K16803,E43,8,62260,23580,38680,,,,,0
2016-09-29,640,2,,U004324127,KALLIO CONTRACTING,MSL141207,,Sec1-4-51-14-W5,,RL HARRIS,C18542,P282,7,51160,23140,28020,,,,,0
2016-09-30,626,148,,U004316355,PETER MASON,CTLE02F001,,5200533507,,,C18542,D661,7,43110,23140,19970,32,2016-11-03,32,29,3
2016-09-30,626,149,,S1014460,WEST FRASER HWP,FMA8800025,EMB,5180491726,Promise,TIM YOUNG,14291P,BWP 83,7,55970,47160,8810,14,,,,0
2016-09-30,626,150,,S1014459,WEST FRASER HWP,FMA8800025,EMB,5180490532,Promise,TIM YOUNG,14291P,BWP 83,7,47160,25880,21280,34,,,,0
2016-09-30,680,19,,U004316435,PETER MASON,CTLE02F001,R1645,5200533507,,SRL,L01712,,7,53900,20340,33560,,,,,0
2016-10-04,626,151,SAMPLE,Q214672,WEST FRASER EFP,FMA9700032,EFP,5160481689,,RL HARRIS,C18542,D661,7,53920,23320,30600,57,2016-11-03,57,57,0
2016-10-04,626,152,,U004438404,WEYERHAEUSER GP,FMA6900016,GPC,6080632352,,MURTRON,BPH4514,,7,48220,20550,27670,47,2016-10-06,47,43,4
2016-10-04,626,153,,Q214673,WEST FRASER EFP,FMA9700032,EFP,5160481695,Lydell,RL HARRIS,C18542,D661,7,55300,23300,32000,63,2016-10-19,63,60,3
2016-10-05,640,3,,U004324128,KALLIO CONTRACTING,MSL141207,,1-4-51-14 W5,,TIM YOUNG,14291P,BWP 83,7,51470,25700,25770,,,,,0
2016-10-05,640,4,,U004324129,KALLIO CONTRACTING,MSL141207,,1-4-51-14 W5,,TIM YOUNG,14291P,BWP 83,7,51890,25620,26270,,,,,0
2016-10-05,680,20,,ED00022906,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,,BOWMAN,L72208,E103,8,61970,22790,39180,,,,,0
2016-10-05,680,21,,ED00022907,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,,BOWMAN,H95903,E63,8,63480,23180,40300,,,,,0
2016-10-05,626,154,,Q214674,WEST FRASER EFP,FMA9700032,EFP,5160481645,Lydell,RL HARRIS,C18542,D661,7,54590,23280,31310,54,2016-10-18,54,52,2
2016-10-06,640,5,,U004324130,KALLIO CONTRACTING,MSL141207,,1-4-51-14 W5,,TIM YOUNG,14291P,BWP 83,7,53380,25490,27890,,,,,0
2016-10-06,640,6,,U004324131,KALLIO CONTRACTING,MSL141207,,1-4-51-14 W5,,TIM YOUNG,14291P,BWP 83,7,54430,25820,28610,,,,,0
2016-10-06,626,155,,Q214675,WEST FRASER EFP,FMA9700032,EFP,5160480997,Lydell,RL HARRIS,C18542,D661,7,45600,23170,22430,43,2016-10-18,43,39,4
2016-10-07,680,22,,ED00022918,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,,BOWMAN,L01706,E83,8,62740,23670,39070,,,,,0
2016-10-07,680,23,,ED00022919,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,,BOWMAN,L29192,E93,8,63070,23770,39300,,,,,0
2016-10-07,640,7,,U004324132,KALLIO CONTRACTING,MSL141207,,1-4-51-14 W5,,TIM YOUNG,14291P,BWP 83,7,54440,25620,28820,,,,,0
2016-10-12,640,8,,U004324133,KALLIO CONTRACTING,MSL141207,,1-4-51-14 W5,,TIM YOUNG,14291P,BWP 83,7,55030,25660,29370,,,,,0
2016-10-13,680,24,,ED00022876,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,,ALEVOG ,L59404,E605,8,62080,26250,35830,,,,,0
2016-10-13,680,25,,ED00022925,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,,ALEVOG ,L00907,E604,8,62310,26510,35800,,,,,0
2016-10-13,640,9,,U004324134,KALLIO CONTRACTING,MSL141207,,1-4-51-14 W5,,TIM YOUNG,14291P,BWP 83,7,56220,25830,30390,,,,,0
2016-10-13,680,26,,ED00022226,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,,ALEVOG ,L59404,E605,8,62410,26540,35870,,,,,0
2016-10-13,626,156,,U004323826,WEYERHAEUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,56000,25790,30210,37,,,,0
2016-10-14,626,157,,U004323827,WEYERHAEUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,56590,26890,29700,35,,,,0
2016-10-15,680,27,,ED00026019,WEYERHAEUSER EDSON,FMA0900046,E15,5170491127,,ALEVOG ,L00904,E604,8,63170,27850,35320,,,,,0
2016-10-17,626,158,,S1014461,WEST FRASER HWP,FMA8800025,EMB,5180483015,Promise,TIM YOUNG,14291P,BWP 83,7,56290,26590,29700,52,2016-10-24,52,52,0
2016-10-17,626,159,,U004323828,WEYERHAEUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,56900,26490,30410,39,,,,0
2016-10-19,626,160,,U004323829,WEYERHAEUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,57140,26610,30530,37,,,,0
2016-10-19,626,161,,S1014463,WEST FRASER HWP,FMA8800025,EMB,5180490747,Promise,TIM YOUNG,14291P,BWP 83,7,56500,49920,6580,10,2016-10-20,10,9,1
2016-10-19,626,162,,S1014462,WEST FRASER HWP,FMA8800025,EMB,5190482485,Promise,TIM YOUNG,14291P,BWP 83,7,49920,26870,23050,39,2016-10-20,39,39,0
2016-10-20,626,163,,S1014464,WEST FRASER HWP,FMA8800025,EMB,5190493219,Eluik,TIM YOUNG,14291P,BWP 83,7,56210,45950,10260,23,2016-10-24,23,23,0
2016-10-20,626,164,,S1014465,WEST FRASER HWP,FMA8800025,EMB,5190500681,Eluik,TIM YOUNG,14291P,BWP 83,7,45950,26980,18970,36,2016-10-21,36,36,0
2016-10-20,640,10,,U004324135,KALLIO CONTRACTING,MSL141207,,1-4-51-14 W5,,TIM YOUNG,14291P,BWP 83,7,54950,26770,28180,,,,,0
2016-10-22,680,28,,ED00022228,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,,ALEVOG ,L59404,E605,8,63450,26800,36650,,,,,0
2016-10-22,680,29,,ED00026021,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,,ALEVOG ,L00904,E604,8,62630,27040,35590,,,,,0
2016-10-22,680,30,,ED00022229,WEYERHAEUSER EDSON,FMA0900046,E15,517041127,,ALEVOG ,L59404,E605,8,62860,26970,35890,,,,,0
2016-10-22,680,31,,ED00026022,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,,ALEVOG ,L00904,E604,8,62270,27190,35080,,,,,0
2016-10-24,640,11,,U004324136,KALLIO CONTRACTING,MSL141207,,1-4-51-14 W5,,TIM YOUNG,14291P,BWP 83,7,48360,26550,21810,,,,,0
2016-10-24,626,165,,U004323830,WEYERHAEUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,56180,26410,29770,42,2016-10-26,42,41,1
2016-10-24,680,32,,U005491128,WEYERHAEUSER DV,FMA0900046,DV1,5130431765,RVL,TRINITY,K42194,D1002,8,63140,22650,40490,,,,,0
2016-10-24,680,33,,U005491129,WEYERHAEUSER DV,FMA0900046,DV1,5130431765,RVL,TRINITY,L04378,D1004,8,63080,22410,40670,,,,,0
2016-10-24,680,34,,U005491127,WEYERHAEUSER DV,FMA0900046,DV1,5130431765,RVL,CHANCE,K90426,D1016,8,63020,23380,39640,,,,,0
2016-10-24,680,35,,U005491131,WEYERHAEUSER DV,FMA0900046,DV1,5130431765,RVL,B. LEWIS,K10747,D1007,8,62700,24090,38610,,,,,0
2016-10-25,626,166,,U004323831,WEYERHAEUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,56310,26250,30060,41,,,,0
2016-10-25,680,36,,U005491166,WEYERHAEUSER DV,FMA0900046,DV1,5130431765,RVL,TRINITY,L04328,D1004,8,63210,22810,40400,,,,,0
2016-10-25,680,37,,U005491165,WEYERHAEUSER DV,FMA0900046,DV1,5130431765,RVL,TRINITY,K42194,D1002,8,62490,23090,39400,,,,,0
2016-10-27,626,167,,U004323832,WEYERHAEUSER DV,FMA0900046,DV1,5110452180,Lydell,TIM YOUNG,14291P,BWP 83,7,55960,26510,29450,28,2016-11-10,28,27,1
2016-10-28,626,168,,U004323833,WEYERHAEUSER DV,FMA0900046,DV1,5110452180,Lydell,TIM YOUNG,14291P,BWP 83,7,55420,26520,28900,29,,,,0
2016-10-31,626,169,,U004323834,WEYERHAEUSER DV,FMA0900046,DV1,5110452180,Lydell,TIM YOUNG,14291P,BWP 83,7,57280,26510,30770,30,2016-11-08,30,29,1
2016-10-31,680,38,,U005491176,WEYERHAEUSER DV,FMA0900046,DV1,5130431765,RVL,TRINITY,K42194,D1002,8,62850,23110,39740,,,,,0
2016-10-31,680,39,,U005491177,WEYERHAEUSER DV,FMA0900046,DV1,5130431765,RVL,TRINITY,J71995,D1012,8,61940,23040,38900,,,,,0
2016-10-31,680,40,,U005491178,WEYERHAEUSER DV,FMA0900046,DV1,5130431765,RVL,TRINITY,L04378,D1004,8,63100,22680,40420,,,,,0
2016-11-01,626,170,,U004323835,WEYERHAEUSER DV,FMA0900046,DV1,5110452180,Lydell,TIM YOUNG,14291P,BWP 83,7,56090,26160,29930,30,2016-11-08,30,29,1
2016-11-01,626,171,,S0993533,WEST FRASER HWP,FMA8800025,EMB,3-0102349,Promise,TALISMAN,40K894,,7,55500,25050,30450,51,2016-11-04,52,51,1
2016-11-02,626,172,,U004323836,WEYERHAEUSER DV,FMA0900046,DV1,5110452180,Lydell,TIM YOUNG,14291P,BWP 83,7,56730,26460,30270,32,,,,0
2016-11-02,626,173,,S0993534,WEST FRASER HWP,FMA8800025,EMB,3-010-2349,Promise,TALISMAN,40K894,,7,56190,25390,30800,50,,,,0
2016-11-03,626,174,,U004323837,WEYERHAEUSER DV,FMA0900046,DV1,5110452180,Lydell,TIM YOUNG,14291P,BWP 83,7,56460,26200,30260,30,,,,0
2016-11-04,626,175,,U004323838,WEYERHAEUSER DV,FMA0900046,DV1,5110452180,Lydell,TIM YOUNG,14291P,BWP 83,7,56220,26210,30010,32,,,,0
2016-11-04,626,176,,U004323839,WEYERHAEUSER DV,FMA0900046,DV1,5110452180,Lydell,TIM YOUNG,14291P,BWP 83,7,55730,26060,29670,31,,,,0
2016-11-07,626,177,,U004323840,WEYERHAEUSER DV,FMA0900046,DV1,5130472945,Lydell,TIM YOUNG,14291P,BWP 83,7,56250,25950,30300,28,2016-11-10,27,27,0
2016-11-07,626,178,SAMPLE,S0993540,WEST FRASER HWP,FMA8800025,EMB,3-010-2349,Promise,TALISMAN,40K894,,7,55030,24870,30160,50,,,,0
2016-11-07,626,179,,U004323841,WEYERHAEUSER DV,FMA0900046,DV1,5110452180,Lydell,TIM YOUNG,14291P,BWP 83,7,56180,26230,29950,29,,,,0
2016-11-08,626,180,,U004323842,WEYERHAEUSER DV,FMA0900046,DV1,5110452180,Lydell,TIM YOUNG,14291P,BWP 83,7,58040,26200,31840,34,,,,0
2016-11-09,626,181,,U004323843,WEYERHAEUSER DV,FMA0900046,DV1,5170491780,Lydell,TIM YOUNG,14291P,BWP 83,7,55500,26000,29500,42,,,,0
2016-11-10,626,182,,U004323844,WEYERHAEUSER DV,FMA0900046,DV1,5130472945,Lydell,TIM YOUNG,14291P,BWP 83,7,55850,25690,30160,29,,,,0
2016-11-10,626,183,,S0993544,WEST FRASER HWP,FMA8800025,EMB,3-003-1726,Promise,TALISMAN,40K894,,7,54070,24970,29100,43,2016-11-10,43,43,0
2016-11-10,626,184,,U004323845,WEYERHAEUSER DV,FMA0900046,DV1,5130472495,Lydell,TIM YOUNG,14291P,BWP 83,7,56650,26110,30540,29,,,,0
2016-11-10,626,185,,S0993545,WEST FRASER HWP,FMA8800025,EMB,3-003-1726,Promise,TALISMAN,40K894,,7,54180,24940,29240,48,,,,0
2016-11-11,680,41,SAMPLE,ED00022230,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,RTEC,ALEVOG ,L59404,E605,8,62480,26520,35960,,,,,0
2016-11-11,680,42,,ED00026023,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,RTEC,ALEVOG ,L00904,E604,8,62560,26730,35830,,,,,0
2016-11-11,680,43,,ED00026024,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,RTEC,ALEVOG ,L00904,E604,8,61620,26550,35070,,,,,0
2016-11-11,680,44,,ED00022231,WEYERHAEUSER EDSON,FMA0900046,E15,5170491124,RTEC,ALEVOG ,L59404,E605,8,62290,26390,35900,,,,,0
11-15-2016,626,186,,U004323846,WEYERHAUSER DV,FMA0900046,DV1,5130472945,Lydell,TIM YOUNG,14291P,BWP 83,7,55930,25720,30210,29,,,,0
11-15-2016,626,187,,S0993548,WEST FRASER HWP,FMA8800025,EMB,5180491726,Promise,TALISMAN,40K894,,7,55060,24840,30220,47,,,,0
11-15-2016,640,12,SAMPLE,U004324137,KALLIO CONTRACTING,MSL141207,,1-4-51-14 W5,,TIM YOUNG,14291P,BWP 83,7,55840,25920,29920,,,,,0
11-15-2016,680,45,,ED00022232,WEYERHAUSER EDSON,FMA0900046,E15,5170491124,RTEC,ALEVOG ,L59404,E605,8,63270,26200,37070,,,,,0
11-15-2016,680,46,,ED00022233,WEYERHAUSER EDSON,FMA0900046,E15,5170491124,RTEC,ALEVOG ,L00904,E604,8,62380,26540,35840,,,,,0
11-16-2016,640,13,,U004324138,KALLIO CONTRACTING,MSL141207,,1-4-51-14 W5,,TIM YOUNG,14291P,BWP 83,7,53620,26050,27570,,,,,0
11-17-2016,626,188,,U004293543,ANC,FMA8900026,W15,5200583591,KMAC,TJ LOGGING,G53236,PT92,7,55540,23210,32330,52,,,,0
2016-11-17,626,189,,Q236876,WEST FRASER EFP,FMA9700032,EFP,5160481265,Lydell,RL HARRIS,C18542,D661,7,53790,23480,30310,47,,,,0
11-17-2016,640,14,,U004324139,KALLIO CONTRACTING,MSL141207,,1-4-51-14W5,,TIM YOUNG,14291P,BWP 83,7,51210,26080,25130,,,,,0
11-17-2016,626,190,,U004293544,ANC,CTLW06F008,,W6F82216,Stella Logging,TJ LOGGING,G53236,PT92,7,52810,23220,29590,53,,,,0
11-17-2016,626,191,,U004323847,WEYERHAUSER DV,FMA0900046,DV1,5130472945,Lydell,TIM YOUNG,14291P,BWP 83,7,56130,25980,30150,29,,,,0
11-18-2016,630,53,,U004313628,R.DOW (DIGGER CONTRACT),PRIVATE,,5-53-12-W5,,ALEVOG ,L00904,E604,8,62460,26980,35480,,,,,0
2016-11-18,630,54,,U004313629,R.DOW (DIGGER CONTRACT),PRIVATE,,5-53-12-W5,,ALEVOG ,L00904,E604,8,61790,26910,34880,,,,,0
11-18-2016,626,192,SAMPLE,U004323848,WEYERHAUSER DV,FMA0900046,DV1,5130472983,Lydell,TIM YOUNG,14291P,BWP 83,7,56200,25890,30310,29,,,,0
